id,title,region,release_date,platform,image_url
"","Tantei Jinguuji Saburou: Yokohamakou Renzoku Satsujin Jiken","1988-02-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40603-1.jpg"
"","Tao","1989-12-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40604-1.jpg"
"","TapeDump","NTSC","2011-07-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113517-1.jpg"
"","Tapeworm Disco Puzzle","NTSC																		(United States of America)","2021-11-05","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/95702-1.jpg"
"","Tapeworm Disco Puzzle [Blue Cartridge]","NTSC","2021-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102741-1.jpg"
"","Target: Renegade","1990-07-15","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2129-1.png"
"","Taro's Quest","1989-03-28","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40877-1.jpg"
"","Tasac","1992-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40606-1.jpg"
"","Tashiro Masashi no Princess ga Ippai","1989-10-27","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27313-1.jpg"
"","Tatakae! Chou Robot Seimeitai Transformers: Convoy no Nazo","NTSC-J																		(Japan)","1986-12-05","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26516-1.jpg"
"","Tatakae!! Ramen-Man: Sakuretsu Choujin 102 Gei","1988-08-10","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27314-1.jpg"
"","TBAS Interpreter V1","NTSC","2018-04-12","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113516-1.jpg"
"","Tecmo Baseball","1989-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2130-1.jpg"
"","Tecmo Bowl","NTSC-U																		(United States of America)","1989-02-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1383-1.jpg"
"","Tecmo Bowl [TM Label]","NTSC																		(United States of America)","1989-02-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108767-1.jpg"
"","Tecmo Bowl 78","NTSC																		(United States of America)","1989-02-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102829-1.jpg"
"","Tecmo Bowl 97","NTSC-U																		(United States of America)","1997-02-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/123491-1.jpg"
"","Tecmo Cup Soccer Game","1992-09-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2131-1.jpg"
"","Tecmo NBA Basketball","1992-11-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2132-1.jpg"
"","Tecmo Super Bowl","NTSC-U																		(United States of America)","1991-12-12","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1905-1.jpg"
"","Tecmo Super Bowl 2013","2012-09-03","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/61643-1.jpg"
"","Tecmo Super Bowl 2014","2013-09-05","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/50349-1.png"
"","Tecmo Super Bowl 2015","2014-09-03","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/50348-1.png"
"","Tecmo Super Bowl 2016","2015-09-10","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/50347-1.png"
"","Tecmo Super Bowl 2017","2016-09-08","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/50346-1.png"
"","Tecmo Super Bowl 2018","2017-09-09","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/50345-1.png"
"","Tecmo Super Bowl 2019","2018-09-06","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/61282-1.jpg"
"","Tecmo Super Bowl 2020","2019-09-05","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/68430-1.jpg"
"","Tecmo Super Bowl 2021","Other","2021-02-06","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93554-1.jpg"
"","Tecmo Super Bowl 2022","Other","2021-09-09","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93555-1.jpg"
"","Tecmo Super Bowl 2023","NTSC																		(United States of America)","2023-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/122009-1.jpg"
"","Tecmo Super Bowl 2024","NTSC																		(United States of America)","2023-09-08","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/118573-1.jpg"
"","Tecmo Super Bowl Alltime Greats","1991-12-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/82078-1.jpg"
"","Tecmo Super Bowl Dynasties Time Machine","2008-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/82083-1.jpg"
"","Tecmo Super Bowl NCAA Alumni","2003-01-04","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/82084-1.jpg"
"","Tecmo Super Bowl Redux 4.0","NTSC																		(United States of America)","2022-11-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/120537-1.jpg"
"","Tecmo Super Bowl: Gold","Other","2016-08-17","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93560-1.jpg"
"","Tecmo Super Bowl: Unrivaled","Other","2016-03-17","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93558-1.jpg"
"","Tecmo World Cup Soccer","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2133-1.jpg"
"","Tecmo World Wrestling","1990-04-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1422-1.png"
"","Teenage Mutant Ninja Turtles","NTSC-J																		(Japan)","1990-12-07","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/99198-1.jpg"
"","Teenage Mutant Ninja Turtles","NTSC-U																		(United States of America)","1989-06-25","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/383-1.png"
"","Teenage Mutant Ninja Turtles - Donatellos Destiny","NTSC","2016-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93173-1.jpg"
"","Teenage Mutant Ninja Turtles 2: The Manhattan Project","NTSC-J																		(Japan)","1991-12-13","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/126706-1.jpg"
"","Teenage Mutant Ninja Turtles II: The Arcade Game","NTSC-U																		(United States of America)","1990-12-14","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1427-1.jpg"
"","Teenage Mutant Ninja Turtles III: The Manhattan Project","NTSC-U																		(United States of America)","1992-02-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1428-1.jpg"
"","Teenage Mutant Ninja Turtles: Tournament Fighters","1994-02-24","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2134-1.jpg"
"","Temple Dilemma","Other","2019-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/101837-1.jpg"
"","Tenchi o Kurau","1989-05-19","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/53052-1.jpg"
"","Tenchi wo Kurau II: Shokatsu Koumei Den","NTSC																		(Japan)","1991-04-05","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/31003-1.jpg"
"","Tenka no Goikenban: Mito Koumon","1987-08-11","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40878-1.jpg"
"","Tenkaichi Bushi: Keru Naguuru","1989-07-21","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27315-1.png"
"","Tennis","NTSC-J																		(Japan)","1984-01-14","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/103201-1.jpg"
"","Tennis","NTSC																		(United States of America)","1985-10-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/384-1.jpg"
"","Tennis [5 Screw]","NTSC																		(United States of America)","1985-10-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108538-1.jpg"
"","Tennis [Square Box]","PAL																		(United Kingdom of Great Britain and Northern Ireland)","1986-09-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108831-1.jpg"
"","Terao no Dosukoi Oozumou","1989-11-24","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27316-1.jpg"
"","Terminator 2: Judgment Day","1991-01-15","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2135-1.jpg"
"","Terra Cresta","1986-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/10863-1.jpg"
"","Tesla Vs Edison","NTSC","2018-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/95230-1.jpg"
"","Tetrastar: The Fighter","1991-05-24","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27317-1.jpg"
"","Tetris","NTSC-U																		(United States of America)","1989-11-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1424-1.jpg"
"","Tetris (Bullet Proof Software)","1988-12-22","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40889-1.jpg"
"","Tetris (Tengen)","1989-05-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/25703-1.jpg"
"","Tetris 2","NTSC-U																		(United States of America)","1993-10-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2136-2.jpg"
"","Tetris 2 + BomBliss","1991-12-13","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40879-1.jpg"
"","Tetris Flash","NTSC-J																		(Japan)","1993-09-21","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/82763-1.jpg"
"","Tetris Zero (2 Player Hack)","2013-04-16","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/82450-1.jpg"
"","Tetsudou-Oh","1987-12-12","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40880-1.jpg"
"","Tetsuwan Atom","1988-02-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27318-1.jpg"
"","The Addams Family","1992-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1048-1.jpg"
"","The Addams Family","PAL-B																		(Sweden)","1992-12-30","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/120418-1.jpg"
"","The Addams Family: Pugsley's Scavenger Hunt","1993-08-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1502-1.jpg"
"","The Adventure Island Part II Two (PAL)","1991-02-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/71377-1.jpg"
"","The Adventures of Bayou Billy","1988-08-12","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/327-1.jpg"
"","The Adventures of Dr. Franken","PAL																		(United Kingdom of Great Britain and Northern Ireland)","1992-12-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/25939-1.jpg"
"","The Adventures of Gilligan's Island","1990-07-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1293-1.jpg"
"","The Adventures of Panzer","Other","2021-07-09","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93365-1.jpg"
"","The Adventures of Panzer 2","NTSC																		(United States of America)","2022-08-29","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/104155-1.jpg"
"","The Adventures of Panzer: DMuscles","Other","2022-08-28","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/106665-1.jpg"
"","The Adventures of Rad Gravity","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1611-1.jpg"
"","The Adventures of Rocky and Bullwinkle and Friends","1992-02-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1532-1.jpg"
"","The Alfonzo Game","Other","2018-01-29","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/106689-1.jpg"
"","The All New? Punch-Out!!","NTSC","2008-01-11","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/96035-1.jpg"
"","The Arm Wrestling Classic","Other","2022-05-19","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/101448-1.jpg"
"","The Banketh","Other","2017-03-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/106685-1.jpg"
"","The Bard's Tale","1991-11-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/334-1.jpg"
"","The Bard's Tale II: The Destiny Knight","1992-01-25","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26349-1.jpg"
"","The Battle of Olympus","1990-03-28","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/385-1.jpg"
"","The Beatles: Adventures in Pepperland","Other","2021-11-09","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/107195-1.jpg"
"","The Black Bass","NTSC																		(Japan)","1987-02-06","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76061-1.jpg"
"","The Black Bass","1989-09-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1650-1.jpg"
"","The Blue Marlin","NTSC","1992-07-08","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1652-1.png"
"","The Blues Brothers","NTSC","1992-09-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1039-1.jpg"
"","The Bugs Bunny Birthday Blowout","NTSC","1990-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1657-1.jpg"
"","The Bugs Bunny Crazy Castle","1989-08-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1658-1.jpg"
"","The California Raisins: The Grape Escape","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/11767-1.png"
"","The Chessmaster","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1672-1.jpg"
"","The Cowlitz Gamers' Adventure Trilogy","NTSC","2020-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/128748-1.jpg"
"","The Cowlitz Gamers' Lost Adventure","Other","2021-06-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/99076-1.jpg"
"","The Crow","NTSC","2020-03-04","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/121577-1.jpg"
"","The Dragon","Other","1995-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26479-1.jpg"
"","The Escape From Atlantis","Other","2017-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/37480-1.jpg"
"","The Fairyland Story","NTSC-J																		(Japan)","2022-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/101839-1.jpg"
"","The Fantastic Adventures of Dizzy","1991-04-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2787-1.jpg"
"","The Fantastic Adventures of Dizzy [Aladdin]","NTSC","1992-11-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/91045-1.jpg"
"","The Flintstones: The Rescue of Dino & Hoppy","1992-08-07","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1288-1.jpg"
"","The Flintstones: The Surprise at Dinosaur Peak!","1994-08-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/7905-1.jpg"
"","The Golf '92","1992-07-03","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26898-1.jpg"
"","The Goonies","NTSC-J																		(Japan)","1986-02-21","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/41996-1.jpg"
"","The Goonies II","1987-03-18","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1296-1.jpg"
"","The Goonies II [5 Screw]","NTSC																		(United States of America)","1987-11-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108564-1.jpg"
"","The Gorilla Man","1993-04-28","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40507-1.jpg"
"","The Great Gatsby","NTSC-U																		(United States of America)","1990-12-06","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/128625-1.jpg"
"","The Great Waldo Search","1992-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1847-1.jpg"
"","The Great Wall","1992-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76129-1.jpg"
"","The Grind","Other","2013-12-20","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102982-1.jpg"
"","The Guardian Legend","1988-02-05","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1298-1.jpg"
"","The Guardian Legend: Secret Edition","Other","2010-03-20","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130002-1.jpg"
"","The Hacker","NTSC-C","2022-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76599-1.jpg"
"","The House in the Cemetery","NTSC","2023-09-27","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/128988-1.jpg"
"","The Hunt for Red October","1991-01-25","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2785-1.jpg"
"","The Immortal","1990-11-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2784-1.jpg"
"","The Incident","2015-10-31","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81998-1.jpg"
"","The Incredible Crash Dummies","1993-09-23","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1858-1.jpg"
"","The Jetsons: Cogswell's Caper","1993-04-23","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1865-1.jpg"
"","The Karate Kid","1987-11-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1471-1.jpg"
"","The King of Fighters '96","1998-08-14","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/32965-1.jpg"
"","The King of Fighters '97","1997-12-17","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/32966-1.jpg"
"","The Krion Conquest","1990-12-14","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1941-1.jpg"
"","The Last Ninja","1991-02-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1477-1.jpg"
"","The Last Starfighter","1990-06-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2296-1.png"
"","The Legend of Banjo","Other","2023-02-20","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/118536-1.jpg"
"","The Legend of Iowa","Other","2015-04-20","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/107340-1.jpg"
"","The Legend of Kage","NTSC																		(United States of America)","1986-04-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1479-1.jpg"
"","The Legend of Kage [5 Screw]","NTSC																		(United States of America)","1986-04-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108570-1.jpg"
"","The Legend of Prince Valiant","1992-10-16","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1883-1.png"
"","The Legend of Robin Hood","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76163-1.jpg"
"","The Legend of Weed N 'Stiff SDX","NTSC","2021-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/96617-1.jpg"
"","The Legend of Weed N' Stiff","NTSC-U																		(United States of America)","2021-10-12","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/95846-1.jpg"
"","The Legend of Zelda","NTSC-U																		(United States of America)","1987-08-22","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113-1.png"
"","The Legend of Zelda - Dark Labyrinth","NTSC																		(United States of America)","2023-06-20","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/128117-1.jpg"
"","The Legend of Zelda - Ganon's Curse","Other","2017-08-23","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/129589-1.jpg"
"","The Legend of Zelda - Linear Version","Other","2025-03-20","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/131033-1.jpg"
"","The Legend of Zelda [5 Screw]","1987-08-22","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/83791-1.jpg"
"","The Legend of Zelda [Classic Series]","NTSC-U																		(United States of America)","1987-08-22","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/61736-1.jpg"
"","The Legend of Zelda [Test Cartridge]","1987-07-15","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/62264-1.jpg"
"","The Legend of Zelda multiplayer mod","NTSC																		(United States of America)","1987-08-22","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/131918-1.jpg"
"","The Legend of Zelda Redux","Other","2023-04-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/131226-1.jpg"
"","The Legend of Zelda: A New Light","Other","2022-11-19","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108005-1.jpg"
"","The Legend of Zelda: Ancient Dungeon","Other","2022-12-09","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/107336-1.jpg"
"","The Legend of Zelda: Ancient Dungeon","Other","2024-01-04","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/131227-1.jpg"
"","The Legend of Zelda: Ganon's Deception","Other","2021-01-17","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/129588-1.jpg"
"","The Legend of Zelda: Link's Shadow","Other","2020-09-12","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/110758-1.jpg"
"","The Legend of Zelda: Outlands","Other","2001-05-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/82386-1.jpg"
"","The Legend of Zelda: Perils of Darkness","NTSC","2020-10-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/96033-1.jpg"
"","The Legend of Zelda: Shadow of Night","Other","2011-03-12","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/107341-1.jpg"
"","The Legend of Zelda: Trial of Courage","NTSC																		(United States of America)","2019-06-06","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/123461-1.jpg"
